"Station Name","VANCOUVER INTL A"
"Province","BRITISH COLUMBIA"
"Latitude","49.19"
"Longitude","-123.18"
"Elevation","4.30"
"Climate Identifier","1108395"
"WMO Identifier","71892"
"TC Identifier","YVR"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2016-03-05","2016","03","05","","16.5","","7.6","","12.1","","5.9","","0.0","","3.6","","0.0","","3.6","","0","","10","","46",""
"2016-03-06","2016","03","06","","12.2","","7.8","","10.0","","8.0","","0.0","","7.0","","0.0","","7.0","","0","","8","","48",""
"2016-03-07","2016","03","07","","9.0","","6.3","","7.7","","10.3","","0.0","","8.6","","0.0","","8.6","","0","","","","<31",""
"2016-03-08","2016","03","08","","9.7","","4.5","","7.1","","10.9","","0.0","","1.2","","0.0","","1.2","","0","","12","","44",""
"2016-03-09","2016","03","09","","11.0","","6.0","","8.5","","9.5","","0.0","","23.2","","0.0","","23.2","","0","","8","","57",""
"2016-03-10","2016","03","10","","10.9","","7.1","","9.0","","9.0","","0.0","","11.4","","0.0","","11.4","","0","","17","","65",""
"2016-03-11","2016","03","11","","9.7","","4.2","","7.0","","11.0","","0.0","","5.2","","0.0","","5.2","","0","","13","","32",""
"2016-03-12","2016","03","12","","11.0","","4.7","","7.9","","10.1","","0.0","","4.8","","0.0","","4.8","","0","","14","","44",""
"2016-03-13","2016","03","13","","8.3","","5.0","","6.7","","11.3","","0.0","","14.6","","0.0","","14.6","","0","","7","","69",""
"2016-03-14","2016","03","14","","9.1","","5.4","","7.3","","10.7","","0.0","","3.4","","0.0","","3.4","","0","","17","","43",""
"2016-03-15","2016","03","15","","10.3","","1.4","","5.9","","12.1","","0.0","","0.6","","0.0","","0.6","","0","","16","","35",""
"2016-03-16","2016","03","16","","9.1","","1.1","","5.1","","12.9","","0.0","","0.0","","0.0","","0.0","","0","","29","","35",""
"2016-03-17","2016","03","17","","10.0","","-1.1","","4.5","","13.5","","0.0","","0.0","","0.0","","0.0","","0","","29","","32",""
"2016-03-18","2016","03","18","","11.5","","0.7","","6.1","","11.9","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"2016-03-19","2016","03","19","","13.4","","3.6","","8.5","","9.5","","0.0","","0.0","T","0.0","","0.0","T","0","","","","<31",""
"2016-03-20","2016","03","20","","12.4","","7.2","","9.8","","8.2","","0.0","","9.6","","0.0","","9.6","","0","","11","","43",""
"2016-03-21","2016","03","21","","13.2","","8.1","","10.7","","7.3","","0.0","","5.4","","0.0","","5.4","","0","","11","","46",""
"2016-03-22","2016","03","22","","14.6","","6.0","","10.3","","7.7","","0.0","","0.0","T","0.0","","0.0","T","0","","18","","39",""
"2016-03-23","2016","03","23","","9.6","","7.9","","8.8","","9.2","","0.0","","12.2","","0.0","","12.2","","0","","11","","50",""
"2016-03-24","2016","03","24","","10.1","","6.5","","8.3","","9.7","","0.0","","0.4","","0.0","","0.4","","0","","21","","50",""
"2016-03-25","2016","03","25","","10.5","","4.0","","7.3","","10.7","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"2016-03-26","2016","03","26","","11.6","","5.4","","8.5","","9.5","","0.0","","2.2","","0.0","","2.2","","0","","","","<31",""
"2016-03-27","2016","03","27","","11.1","","6.2","","8.7","","9.3","","0.0","","13.6","","0.0","","13.6","","0","","29","","56",""
"2016-03-28","2016","03","28","","11.6","","3.4","","7.5","","10.5","","0.0","","0.0","","0.0","","0.0","","0","","29","","41",""
"2016-03-29","2016","03","29","","12.7","","1.9","","7.3","","10.7","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"2016-03-30","2016","03","30","","15.0","","3.4","","9.2","","8.8","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"2016-03-31","2016","03","31","","17.1","","4.9","","11.0","","7.0","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"2016-04-01","2016","04","01","","17.7","","6.8","","12.3","","5.7","","0.0","","0.0","","0.0","","0.0","","0","","19","","33",""
"2016-04-02","2016","04","02","","15.6","","7.7","","11.7","","6.3","","0.0","","0.0","","0.0","","0.0","","0","","20","","32",""
"2016-04-03","2016","04","03","","14.8","","7.5","","11.2","","6.8","","0.0","","1.2","","0.0","","1.2","","0","","","","<31",""
"2016-04-04","2016","04","04","","14.5","","8.7","","11.6","","6.4","","0.0","","6.2","","0.0","","6.2","","0","","14","","41",""
"2016-04-05","2016","04","05","","11.6","","6.9","","9.3","","8.7","","0.0","","1.6","","0.0","","1.6","","0","","16","","37",""
"2016-04-06","2016","04","06","","16.5","","9.6","","13.1","","4.9","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"2016-04-07","2016","04","07","","15.0","","5.6","","10.3","","7.7","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"2016-04-08","2016","04","08","","17.7","","6.3","","12.0","","6.0","","0.0","","0.0","","0.0","","0.0","","0","","30","","65",""
"2016-04-09","2016","04","09","","14.7","","8.9","","11.8","","6.2","","0.0","","0.0","","0.0","","0.0","","0","","29","","52",""
"2016-04-10","2016","04","10","","15.0","","6.8","","10.9","","7.1","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"2016-04-11","2016","04","11","","13.6","","8.9","","11.3","","6.7","","0.0","","0.0","","0.0","","0.0","","0","","16","","32",""
"2016-04-12","2016","04","12","","12.7","","7.0","","9.9","","8.1","","0.0","","4.6","","0.0","","4.6","","0","","20","","54",""
"2016-04-13","2016","04","13","","13.4","","5.8","","9.6","","8.4","","0.0","","0.0","","0.0","","0.0","","0","","12","","43",""
"2016-04-14","2016","04","14","","12.2","","6.7","","9.5","","8.5","","0.0","","0.6","","0.0","","0.6","","0","","","","<31",""
"2016-04-15","2016","04","15","","14.4","","7.2","","10.8","","7.2","","0.0","","0.0","","0.0","","0.0","","0","","14","","37",""
"2016-04-16","2016","04","16","","13.7","","8.2","","11.0","","7.0","","0.0","","0.0","","0.0","","0.0","","0","","20","","32",""
"2016-04-17","2016","04","17","","16.0","","4.7","","10.4","","7.6","","0.0","","0.0","","0.0","","0.0","","0","","30","","32",""
"2016-04-18","2016","04","18","","24.4","","5.4","","14.9","","3.1","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"2016-04-19","2016","04","19","","18.0","","8.9","","13.5","","4.5","","0.0","","0.0","","0.0","","0.0","","0","","31","","33",""
"2016-04-20","2016","04","20","","20.3","","8.2","","14.3","","3.7","","0.0","","0.0","","0.0","","0.0","","0","","31","","32",""
"2016-04-21","2016","04","21","","19.1","","12.8","","16.0","","2.0","","0.0","","0.2","","0.0","","0.2","","0","","12","","39",""
"2016-04-22","2016","04","22","","14.7","","10.0","","12.4","","5.6","","0.0","","6.4","","0.0","","6.4","","0","","","","<31",""
"2016-04-23","2016","04","23","","16.9","","11.0","","14.0","","4.0","","0.0","","2.2","","0.0","","2.2","","0","","14","","35",""
"2016-04-24","2016","04","24","","13.8","","9.2","","11.5","","6.5","","0.0","","1.2","","0.0","","1.2","","0","","29","","39",""
"2016-04-25","2016","04","25","","13.7","","7.5","","10.6","","7.4","","0.0","","0.0","","0.0","","0.0","","0","","30","","39",""
"2016-04-26","2016","04","26","","14.9","","6.7","","10.8","","7.2","","0.0","","0.0","","0.0","","0.0","","0","","17","","35",""
"2016-04-27","2016","04","27","","16.0","","6.2","","11.1","","6.9","","0.0","","0.0","","0.0","","0.0","","0","","29","","39",""
"2016-04-28","2016","04","28","","17.5","","9.9","","13.7","","4.3","","0.0","","0.0","T","0.0","","0.0","T","0","","","","<31",""
"2016-04-29","2016","04","29","","16.3","","10.3","","13.3","","4.7","","0.0","","0.0","T","0.0","","0.0","T","0","","29","","46",""
"2016-04-30","2016","04","30","","16.2","","4.9","","10.6","","7.4","","0.0","","0.0","","0.0","","0.0","","0","","29","","35",""
"2016-05-01","2016","05","01","","19.7","","6.7","","13.2","","4.8","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"2016-05-02","2016","05","02","","24.5","","9.6","","17.1","","0.9","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"2016-05-03","2016","05","03","","20.6","","13.0","","16.8","","1.2","","0.0","","0.0","T","0.0","","0.0","T","0","","27","","39",""
"2016-05-04","2016","05","04","","15.6","","8.5","","12.1","","5.9","","0.0","","1.4","","0.0","","1.4","","0","","28","","56",""
"2016-05-05","2016","05","05","","17.0","","8.7","","12.9","","5.1","","0.0","","0.0","","0.0","","0.0","","0","","30","","43",""
"2016-05-06","2016","05","06","","18.9","","9.6","","14.3","","3.7","","0.0","","0.0","","0.0","","0.0","","0","","30","","46",""
"2016-05-07","2016","05","07","","20.2","","11.2","","15.7","","2.3","","0.0","","0.0","","0.0","","0.0","","0","","28","","67",""
"2016-05-08","2016","05","08","","16.0","","10.1","","13.1","","4.9","","0.0","","0.0","T","0.0","","0.0","T","0","","28","","70",""
"2016-05-09","2016","05","09","","18.5","","6.7","","12.6","","5.4","","0.0","","0.0","","0.0","","0.0","","0","","29","","32",""
"2016-05-10","2016","05","10","","20.1","","7.4","","13.8","","4.2","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"2016-05-11","2016","05","11","","21.5","","10.0","","15.8","","2.2","","0.0","","0.0","T","0.0","","0.0","T","0","","","","<31",""
"2016-05-12","2016","05","12","","20.2","","7.9","","14.1","","3.9","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"2016-05-13","2016","05","13","","22.3","","8.1","","15.2","","2.8","","0.0","","0.0","","0.0","","0.0","","0","","29","","33",""
"2016-05-14","2016","05","14","","21.6","","12.3","","17.0","","1.0","","0.0","","0.0","","0.0","","0.0","","0","","10","","48",""
"2016-05-15","2016","05","15","","17.6","","12.7","","15.2","","2.8","","0.0","","0.0","","0.0","","0.0","","0","","10","","39",""
"2016-05-16","2016","05","16","","15.6","","11.9","","13.8","","4.2","","0.0","","0.0","T","0.0","","0.0","T","0","","","","<31",""
"2016-05-17","2016","05","17","","19.0","","10.3","","14.7","","3.3","","0.0","","0.0","","0.0","","0.0","","0","","20","","37",""
"2016-05-18","2016","05","18","","18.9","","12.1","","15.5","","2.5","","0.0","","0.0","","0.0","","0.0","","0","","29","","56",""
"2016-05-19","2016","05","19","","14.1","","10.1","","12.1","","5.9","","0.0","","5.6","","0.0","","5.6","","0","","29","","50",""
"2016-05-20","2016","05","20","","17.2","","9.6","","13.4","","4.6","","0.0","","1.2","","0.0","","1.2","","0","","29","","35",""
"2016-05-21","2016","05","21","","19.1","","8.9","","14.0","","4.0","","0.0","","0.0","","0.0","","0.0","","0","","12","","37",""
"2016-05-22","2016","05","22","","19.2","","11.0","","15.1","","2.9","","0.0","","","M","0.0","","","M","0","","17","","37",""
"2016-05-23","2016","05","23","","17.8","","12.4","","15.1","","2.9","","0.0","","0.2","","0.0","","0.2","","0","","9","","32",""
"2016-05-24","2016","05","24","","17.6","","13.1","","15.4","","2.6","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"2016-05-25","2016","05","25","","19.3","","12.4","","15.9","","2.1","","0.0","","0.0","","0.0","","0.0","","0","","20","","37",""
"2016-05-26","2016","05","26","","15.4","","9.9","","12.7","","5.3","","0.0","","9.2","","0.0","","9.2","","0","","2","","37",""
"2016-05-27","2016","05","27","","16.4","","8.5","","12.5","","5.5","","0.0","","9.8","","0.0","","9.8","","0","","22","","33",""
"2016-05-28","2016","05","28","","14.6","","9.2","","11.9","","6.1","","0.0","","24.2","","0.0","","24.2","","0","","16","","46",""
"2016-05-29","2016","05","29","","17.2","","8.0","","12.6","","5.4","","0.0","","0.0","","0.0","","0.0","","0","","20","","43",""
"2016-05-30","2016","05","30","","18.4","","8.9","","13.7","","4.3","","0.0","","0.0","","0.0","","0.0","","0","","21","","32",""
"2016-05-31","2016","05","31","","20.4","","10.1","","15.3","","2.7","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"2016-06-01","2016","06","01","","21.4","","13.6","","17.5","","0.5","","0.0","","8.6","","0.0","","8.6","","0","","13","","32",""
"2016-06-02","2016","06","02","","19.8","","13.7","","16.8","","1.2","","0.0","","2.4","","0.0","","2.4","","0","","19","","41",""
"2016-06-03","2016","06","03","","22.4","","14.4","","18.4","","0.0","","0.4","","0.0","","0.0","","0.0","","0","","","","<31",""
"2016-06-04","2016","06","04","","22.2","","15.5","","18.9","","0.0","","0.9","","0.0","","0.0","","0.0","","0","","30","","41",""
"2016-06-05","2016","06","05","","25.2","","15.5","","20.4","","0.0","","2.4","","0.0","","0.0","","0.0","","0","","29","","33",""
"2016-06-06","2016","06","06","","24.5","","13.2","","18.9","","0.0","","0.9","","","M","0.0","","","M","0","","29","","32",""
"2016-06-07","2016","06","07","","22.5","","12.9","","17.7","","0.3","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"2016-06-08","2016","06","08","","18.3","","12.3","","15.3","","2.7","","0.0","","0.0","T","0.0","","0.0","T","0","","11","","43",""
"2016-06-09","2016","06","09","","18.7","","10.1","","14.4","","3.6","","0.0","","0.0","","0.0","","0.0","","0","","15","","35",""
"2016-06-10","2016","06","10","","18.2","","10.9","","14.6","","3.4","","0.0","","0.6","","0.0","","0.6","","0","","20","","43",""
"2016-06-11","2016","06","11","","17.4","","10.4","","13.9","","4.1","","0.0","","8.0","","0.0","","8.0","","0","","","","<31",""
"2016-06-12","2016","06","12","","19.8","","11.8","","15.8","","2.2","","0.0","","0.0","","0.0","","0.0","","0","","21","","33",""
"2016-06-13","2016","06","13","","18.3","","12.4","","15.4","","2.6","","0.0","","2.4","","0.0","","2.4","","0","","21","","46",""
"2016-06-14","2016","06","14","","14.2","","9.3","","11.8","","6.2","","0.0","","5.8","","0.0","","5.8","","0","","15","","39",""
"2016-06-15","2016","06","15","","15.5","","8.2","","11.9","","6.1","","0.0","","2.4","","0.0","","2.4","","0","","15","","30",""
"2016-06-16","2016","06","16","","17.3","","8.0","","12.7","","5.3","","0.0","","0.0","","0.0","","0.0","","0","T","19","","32",""
"2016-06-17","2016","06","17","","20.3","","8.9","","14.6","","3.4","","0.0","","0.0","T","0.0","","0.0","T","0","T","25","","41",""
"2016-06-18","2016","06","18","","15.9","","12.3","","14.1","","3.9","","0.0","","13.6","","0.0","","13.6","","0","T","18","","35",""
"2016-06-19","2016","06","19","","18.0","","11.7","","14.9","","3.1","","0.0","","0.2","","0.0","","0.2","","0","T","","","<31",""
"2016-06-20","2016","06","20","","20.8","","9.6","","15.2","","2.8","","0.0","","0.0","","0.0","","0.0","","0","T","18","","35",""
"2016-06-21","2016","06","21","","20.4","","13.1","","16.8","","1.2","","0.0","","0.0","","0.0","","0.0","","0","T","13","","37",""
"2016-06-22","2016","06","22","","20.7","","12.9","","16.8","","1.2","","0.0","","1.4","","0.0","","1.4","","0","T","21","","32",""
"2016-06-23","2016","06","23","","20.1","","12.4","","16.3","","1.7","","0.0","","12.6","","0.0","","12.6","","0","T","12","","32",""
"2016-06-24","2016","06","24","","19.3","","12.3","","15.8","","2.2","","0.0","","0.0","T","0.0","","0.0","T","0","T","22","","30",""
"2016-06-25","2016","06","25","","19.4","","13.1","","16.3","","1.7","","0.0","","0.2","","0.0","","0.2","","0","T","23","","32",""
"2016-06-26","2016","06","26","","22.8","","10.8","","16.8","","1.2","","0.0","","0.0","","0.0","","0.0","","0","T","28","","32",""
"2016-06-27","2016","06","27","","24.4","","13.6","","19.0","","0.0","","1.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
"2016-06-28","2016","06","28","","22.5","","13.2","","17.9","","0.1","","0.0","","0.0","","0.0","","0.0","","0","T","22","","32",""
"2016-06-29","2016","06","29","","23.6","","13.2","","18.4","","0.0","","0.4","","0.0","","0.0","","0.0","","0","T","11","","39",""
"2016-06-30","2016","06","30","","21.5","","12.6","","17.1","","0.9","","0.0","","0.0","","0.0","","0.0","","0","T","20","","39",""
"2016-07-01","2016","07","01","","20.7","","13.3","","17.0","","1.0","","0.0","","0.2","","0.0","","0.2","","0","T","11","","32",""
"2016-07-02","2016","07","02","","23.5","","15.2","","19.4","","0.0","","1.4","","0.0","","0.0","","0.0","","0","T","14","","43",""
"2016-07-03","2016","07","03","","20.6","","15.2","","17.9","","0.1","","0.0","","0.0","T","0.0","","0.0","T","0","T","26","","65",""
"2016-07-04","2016","07","04","","20.8","","14.0","","17.4","","0.6","","0.0","","1.2","","0.0","","1.2","","0","T","28","","37",""
"2016-07-05","2016","07","05","","18.4","","13.3","","15.9","","2.1","","0.0","","0.8","","0.0","","0.8","","0","T","27","","37",""
"2016-07-06","2016","07","06","","21.3","","12.1","","16.7","","1.3","","0.0","","0.0","","0.0","","0.0","","0","T","21","","33",""
"2016-07-07","2016","07","07","","","M","15.2","E","","M","","M","","M","","M","","","","M","","","","M","","M"
"2016-07-08","2016","07","08","","20.4","","15.2","","17.8","","0.2","","0.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
"2016-07-09","2016","07","09","","20.8","","13.9","","17.4","","0.6","","0.0","","20.0","","0.0","","20.0","","0","T","12","","35",""
"2016-07-10","2016","07","10","","21.4","","12.7","","17.1","","0.9","","0.0","","0.0","","0.0","","0.0","","0","T","19","","32",""
"2016-07-11","2016","07","11","","21.3","","14.0","","17.7","","0.3","","0.0","","0.8","","0.0","","0.8","","0","T","11","","33",""
"2016-07-12","2016","07","12","","22.2","","15.1","","18.7","","0.0","","0.7","","1.2","","0.0","","1.2","","0","T","","","<31",""
